Names,Redshift,Re,Re_err,Rgas,Rgas_err,Mstar,Mstar_err,Mbar,Mbar_err,Mstar_Re,Mstar_Re_err,Mstar_Ropt,Mstar_Ropt_err,Mstar_Rout,Mstar_Rout_err,Mbar_Re,Mbar_Re_err,Mbar_Ropt,Mbar_Ropt_err,Mbar_Rout,Mbar_Rout_err,VRe,VRe_err,VRopt,VRopt_err,VRout,VRout_err,PSF,FILE_1,ID_1_1
COS4_16986_YJ,0.90567,0.754384022709346,0.0321014477748657,2.7585357121671708,1.1464289987788687,1318256738.5564048,131825673.85564049,14138543635.09919,12887884114.097862,426705154.75102526,368725111.5088676,671432784.8898134,597326219.0734192,789134895.0208853,707767468.0998027,564121449.2620715,431002250.611977,1106892667.24105,698901659.1624546,1717041050.9460483,886718041.8536575,113.15418185753389,25.64809605206079,117.97850327110372,21.41179903557288,123.78839306870852,18.231688244607177,2.9188241389296725,COS4_16986_YJ.fits,COS4_16986
COS4_17162_H,1.65516,1.9545527390568604,0.0434345053123746,3.494961533761504,1.452021746061655,9549925860.214369,954992586.0214368,135818088701.25584,126628788319.19446,3091205584.5100703,2724606499.991756,4864100541.474775,4351604543.911811,5716776953.031332,5135909063.965314,7457197310.255852,3523456320.1695924,17439251842.744194,6794924380.481735,29891615054.53054,10482248525.750551,152.36997666596386,21.42698999482296,213.17166491861232,17.610968192359547,442.99552414437295,16.9937251322393,3.9373379065667633,COS4_17162_H.fits,COS4_17162
COS4_17519_H,1.70782,3.4023546265670315,0.0520768565290872,2.953046414981743,1.2249235721040028,23988329190.194942,2398832919.0194945,102097678159.28316,81709915761.2585,7764757364.737491,6889095520.646215,12218068151.628899,10951279612.387556,14359894460.28609,12908059332.17605,18737819013.973106,9154524481.848837,37224729741.29293,15987411134.48918,52723132363.54672,20618500042.184353,203.39029435422705,36.823126782215255,199.93215890141065,43.270052615726016,199.93215890141065,43.270052615726016,4.114332050080535,COS4_17519_H.fits,COS4_17519
COS4_17628_YJ,0.90736,4.360037149328982,0.0240886030349667,5.470611470938129,2.2773486722787606,58884365535.55884,5888436553.555883,108258397145.78098,76845061662.88454,19060219131.35207,17066638277.702324,29991800824.250706,26952952214.88851,35249360959.96025,31710452792.15257,23294480761.505745,19096963955.249847,40720463334.703094,30155913357.953957,53355622070.49728,35689798309.63983,222.0250214820202,26.951267665702098,205.88018956317765,47.082916995744505,205.88018956317765,47.082916995744505,3.778538272064884,COS4_17628_YJ.fits,COS4_17628
COS4_17657_YJ,0.89962,3.884981246571862,0.0240308118344651,4.285053596721379,1.7846259270051013,20417379446.69532,2041737944.669532,54018829377.45447,39318275914.892944,6608880350.54012,5913993225.665656,10399262557.200354,9343931989.046461,12222252399.721073,10994601393.574663,9941404939.352108,6739458024.318283,18597641595.025696,10870997500.342472,25691653760.526012,13247922938.72399,125.08958226377172,18.56914481314812,132.10459730977237,21.33946884518661,132.10459730977237,21.33946884518661,3.3286679526039937,COS4_17657_YJ.fits,COS4_17657
COS4_17808_H,1.58837,3.3109563481755817,0.0434508707109656,4.1356329870254305,1.7228061586114025,52480746024.97734,5248074602.497734,109680564885.61536,77627623827.01132,16987438181.852339,15102797240.628908,26730220620.933945,23972911845.749184,31416026024.179684,28244732721.909008,22371416480.575535,17408680009.578857,40192272745.32475,28718601510.390934,53817255703.32979,36842234267.688446,146.0811517160829,21.505001243124383,161.68617935852697,29.424003249955163,161.68617935852697,29.424003249955163,4.045189161449479,COS4_17808_H.fits,COS4_17808
COS4_18064_H,1.65341,1.8677216716248584,0.0260612326273236,4.077848321424774,1.7182163316217434,8912509381.33744,891250938.133744,66930731371.039085,58698781131.4573,2884880906.391692,2562815449.380236,4539442749.840296,4070273008.388172,5335206678.113594,4796322648.932301,4271475642.7637553,2925263600.4454355,8684270071.44442,4755067076.331262,13622951770.98046,6000796538.747514,349.12069352352165,54.80627445430147,303.82960865701074,37.78149928955561,303.82960865701074,37.78149928955561,3.584114452460391,COS4_18064_H.fits,COS4_18064
COS4_18435_H,1.42947,2.7900763582444004,0.0346593336427875,4.353226475263673,1.811694840399646,23442288153.19918,2344228815.319918,71557475647.30899,53522071535.49799,7588009908.512204,6750628068.416505,11939950965.946484,10710329503.674635,14033023355.588676,12617171459.775263,9960433898.618397,7919350374.181064,18474672523.435318,13711952724.052158,26028237860.11664,19317228050.316498,209.3424574866912,23.786208423041145,192.65295899881912,35.23016538699422,192.65295899881912,35.23016538699422,3.981490952215224,COS4_18435_H.fits,COS4_18435
COS4_18969_H,1.4048,5.020475675370242,0.0605919478061925,5.676951941122572,2.361653665758845,34673685045.2531,3467368504.52531,76853835698.18692,54602468293.307045,11223489105.18387,9988232214.651962,17660481628.04853,15843246014.339298,20756362556.61157,18662695363.40439,15069031762.412308,12289377496.211477,27267316336.510387,22555698486.74502,36776733583.914055,33144793004.74618,108.0263375058954,19.193134954122645,89.93161430962049,13.45094973096751,89.93161430962049,13.45094973096751,4.293199181845056,COS4_18969_H.fits,COS4_18969
COS4_19066_YJ,0.92675,4.716431027846063,0.048456483162802,4.658544619852681,1.9516001349251848,20892961308.54041,2089296130.8540409,52058323409.73668,37520602702.23344,6762820949.529675,6028662889.825153,10641492499.67075,9551109745.178967,12506945230.521198,11247010109.622295,10019579506.74244,6842523637.345981,18560863863.65908,10964226657.037655,25392888516.67215,13286415338.432478,304.6139379103793,37.42547660881621,304.6139379103793,37.42547660881621,304.6139379103793,37.42547660881621,3.330656370195197,COS4_19066_YJ.fits,COS4_19066
COS4_19648_YJ,0.88931,4.53490585118953,0.0239519675238883,4.4322696904304015,1.8485897907768178,42657951880.15934,4265795188.015934,86297879153.2077,61025765960.0184,13807908145.660767,12366483923.310402,21727139024.49399,19526955877.068897,25535904649.05875,22972638983.51129,19188695360.756233,13914438286.054472,34383698915.3208,22120219064.575665,45487324576.82131,26421779620.131966,253.8563233123445,56.41719436464,301.8608001710446,105.39970883395917,301.8608001710446,105.39970883395917,5.797972938615911,COS4_19648_YJ.fits,COS4_19648
COS4_19667_YJ,0.89123,3.0118295731119384,0.02396681357914,7.28657302823211,3.045831080766791,14454397707.45928,1445439770.745928,42583819061.774826,31625843211.11498,4678728983.664038,4179870544.005055,7362114088.073792,6611861186.510887,8652692062.06144,7782476984.170855,5345069020.933964,4685193728.718369,9353234087.991938,7398270545.52096,12630905642.552456,8772748637.755215,242.07871117981117,24.515143649650305,206.5489689026382,28.469935294034595,206.5489689026382,28.469935294034595,3.179357600030128,COS4_19667_YJ.fits,COS4_19667
COS4_19680_K,2.16603,2.4615748012935565,0.0424409448498889,3.7274702205085775,1.5459427184155898,70794578438.41373,7079457843.8413725,113803703648.6658,82835120496.22342,22915423577.638996,20293910917.342236,36058075461.12583,32302593340.14593,42379053025.151726,38088420497.18089,26908070144.217865,23012350717.856144,46303820737.40752,36519372989.52542,59769414255.43239,43671571201.46861,172.25797070237954,25.86332002103009,166.11331036725832,20.828149406648954,166.11331036725832,20.828149406648954,3.391540784844323,COS4_19680_K.fits,COS4_19680
COS4_20449_H,1.65593,3.466041950515844,0.0694945754489392,6.1088499304432435,2.549944797090717,10964781961.43183,1096478196.143183,50248031886.72785,40784803152.09344,3549178886.646615,3134766078.961796,5584734652.0191965,4999266317.560787,6563738161.912819,5897854232.532198,4983900411.79533,3672100769.8237524,9689514478.769464,6269597790.372999,14399941813.877468,8693945772.235643,114.20303269590448,17.933385191626243,117.62256680256668,25.231743698215418,117.62256680256668,25.231743698215418,4.1093011145150875,COS4_20449_H.fits,COS4_20449
COS4_20595_H,1.65469,2.54527603333417,0.034747795676917,9.576840731060123,5.28748455931884,12022644346.174131,1202264434.6174133,55781583700.57227,45380488654.22768,3891597263.4197664,3458127029.314024,6123539777.18436,5491094081.986253,7196995779.730369,6470218672.911999,4303058086.032714,3898859556.7641706,7437481083.673771,6172978642.461309,10021305824.011066,7397817172.272535,206.5878446302407,26.83671727591626,193.29140555702617,40.279467003489216,193.29140555702617,40.279467003489216,3.9823579930422652,COS4_20595_H.fits,COS4_20595
COS4_21570_K,2.17125,2.274001708757639,0.033940324011308,4.832690491446067,2.0272677594486614,19952623149.688828,1995262314.9688828,42478652600.33528,30092011786.60028,6458443867.391293,5732163857.545747,10162546441.388292,9109815023.655676,11944039968.923912,10736786393.14901,7299453152.755119,6485476616.1532345,12572334777.483015,10323240887.424673,16542403698.84316,12505145647.949318,120.86824889504784,21.66897572368647,148.53600724563034,19.224589412196693,148.53600724563034,19.224589412196693,3.527757277735357,COS4_21570_K.fits,COS4_21570
COS4_23070_YJ,0.83691,2.0773095738278404,0.015677808104361,3.5994895733113843,1.4945266309373864,2691534803.9269137,269153480.3926914,20685032796.37675,18193689279.666348,871220105.6412525,778626728.267321,1370889794.204667,1231321500.0168347,1611206658.6269488,1449212702.2866445,1750912361.1195192,1001586436.8787389,3802361754.382807,1891886126.1343544,6084171477.775109,2777322392.904954,152.081067953694,25.342740333857,155.2552195097609,19.520344348341144,133.47218941656809,20.394638559332236,3.620789781702187,COS4_23070_YJ.fits,COS4_23070
COS4_23890_YJ,0.8521,7.961836745546322,0.0472980400725524,6.054326263955504,2.5265572374088574,67608297539.19819,6760829753.919819,114595943075.31448,82332986883.60858,21884059622.186073,19587540801.440205,34435194731.576675,30942692701.275166,40471681441.62926,36407260532.02438,29493062574.928444,21997103914.653877,51156953397.222984,34879097854.468056,65347089790.364265,41476860458.29774,346.3198799909295,64.24517038044421,346.3198799909295,64.24517038044421,346.3198799909295,64.24517038044421,5.657397403144781,COS4_23890_YJ.fits,COS4_23890
COS4_24738_H,1.58875,2.7113350641969225,0.1303526473171597,3.3793702023831766,1.4089508740203298,10471285480.508986,1047128548.0508986,54972058603.3401,45716152814.33912,3389439523.211335,2912818590.013047,5333380187.575341,4737383865.310383,6268321281.212716,5619405830.984652,6231326896.358991,3778877327.7381234,12891430075.298237,7208484102.960836,19663988427.864716,11070020692.107635,196.67828356990356,41.45988556367939,187.35799776721493,34.922943205703724,187.35799776721493,34.922943205703724,3.991050453791919,COS4_24738_H.fits,COS4_24738
GS4_00984_YJ,0.73229,4.543161605485583,0.1422076944056442,3.737803782909811,1.5603337270028224,3019951720.402019,301995172.0402019,18222511172.569218,15499610391.562664,977525036.2883931,854082469.0821917,1538163647.9118602,1372676858.5961533,1807803604.6736436,1622911154.4529667,2745323131.9033175,1106491205.4689922,5769675211.527678,1986123393.877117,8574846277.014082,2716731436.6663055,187.4591311594622,26.061045918878825,187.4591311594622,26.061045918878825,187.4591311594622,26.061045918878825,3.267483740512003,GS4_00984_YJ.fits,GS4_00984
GS4_01962_H,1.34238,1.5528136112709872,0.0517604537090329,3.3501037627000625,1.3962316187379682,2884031503.126612,288403150.3126612,65294449933.15101,62477019505.74912,933529162.3057517,814029961.7080619,1468934879.8435144,1310161115.6503627,1726439039.446159,1549608978.0159388,2144685049.6924736,978858743.6592286,5186502895.443147,1738208449.3232412,9366364731.08173,2589813397.3347316,122.2569899310288,23.413540981070643,122.15559867393372,17.859875941865283,109.5150664364994,15.511252171967488,3.199486178601021,GS4_01962_H.fits,GS4_01962
GS4_05881_YJ,0.99027,6.824520221459772,0.1067614475077942,9.230751972505873,2.6804400012904326,6025595860.743568,602559586.0743568,28023138814.8797,22807886826.623684,1950418866.8448126,1729909653.7751427,3069039960.933587,2750585913.252085,3607042405.2702107,3242269416.081795,3452542249.828456,2068452725.7564182,7015319525.31232,3524024449.473822,10513192023.670506,4612848798.228739,359.4832364397602,48.68365265947751,384.5339705986063,48.90166149308906,384.5339705986063,48.90166149308906,3.952226662548154,GS4_05881_YJ.fits,GS4_05881
GS4_09989_YJ,0.83193,2.347220223536292,0.0234722022353629,8.15507550572401,4.504152263764812,4466835921.509635,446683592.15096354,23511177014.260323,19561174576.357147,1445865480.8185935,1289236483.206765,2275110754.001841,2042141338.4766421,2673937475.8335075,2404621067.4575167,1672621903.3494499,1449291889.4661782,2989060929.6097317,2295916719.460008,4184353382.796394,2748486594.663755,151.9646643421934,21.1205061843841,137.16277186926675,15.373172258069436,137.16277186926675,15.373172258069436,4.3288217769197495,GS4_09989_YJ.fits,GS4_09989
GS4_10566_YJ,0.99645,1.620214670954282,0.0164488799081652,2.8114308229211438,1.172345020841854,7943282347.242822,794328234.7242823,29816248731.664173,23270633702.201702,2571152814.225732,2292295326.0844803,4045782609.3996024,3631349357.710121,4755007957.006176,4276035804.686462,3404697771.3927684,2587216593.5731735,6418383459.63903,4127253985.7358704,9260273938.01566,4999044745.6218605,166.5306930164835,23.7137517412174,162.77623380391,17.610414839750693,162.77623380391,17.610414839750693,3.6288696409398864,GS4_10566_YJ.fits,GS4_10566
GS4_10784_H,1.38137,2.8446015937563742,0.0605234381650292,3.3146040820405647,1.3879891362231493,12022644346.174131,1202264434.6174133,70750246380.15364,59945602155.0878,3891597263.4197664,3433180228.16623,6123539777.18436,5479757336.740281,7196995779.730369,6466223966.551745,7928573821.486106,4701720861.091506,16753441142.058544,9609480560.295639,25845169357.695545,15434214094.46168,173.82738018558786,29.81026078090288,188.27463886210288,45.59978688823084,188.27463886210288,45.59978688823084,3.9020325205539566,GS4_10784_H.fits,GS4_10784
GS4_15836_H,1.57824,3.119716718529021,0.034760074858262,2.533611711412694,1.055288634094938,37153522909.71728,3715352290.971728,89399952346.56262,64109856133.84378,12026185248.328497,10711914351.543041,18923547004.248123,16980578956.153605,22240843185.920353,19998930393.84582,20574399145.925014,13768720672.883457,37701437952.325905,25189450607.059093,50133448215.60281,35254445440.56374,442.9441594229541,94.18107156689136,436.6874350640769,70.52913315864528,436.6874350640769,70.52913315864528,3.292995691697457,GS4_15836_H.fits,GS4_15836
GS4_16776_H,1.61291,1.9725890611652672,0.0260694589581312,3.450669608289421,1.432189377975127,11748975549.395304,1174897554.9395304,85490028219.48328,74671154238.78873,3803013694.783572,3380800341.7105384,5984150994.26801,5366732602.7494545,7033172155.014406,6323160862.072882,6532707151.407832,3915837702.808781,13781876438.037178,6491074770.595472,21895562719.15751,8330441370.477123,198.48055779831304,50.67349973934426,218.3404124037692,34.253531875654424,244.3647694934856,51.93440910452748,3.3885082753779034,GS4_16776_H.fits,GS4_16776
GS4_16814_H,1.61539,5.031352287356985,0.0260691828360465,4.329888120202224,1.8008901809822895,154881661891.24796,15488166189.124794,232427705465.9326,173210040310.25955,50133484299.707344,44904179888.48107,78886473727.32814,70899991069.68314,92715265867.7501,83409279845.21622,66917518948.76067,51181552532.52998,114124094312.89606,82894285787.00858,142540333570.14114,101829200183.84111,198.4548957521025,30.081718819228687,193.05753243627333,38.07104416540932,193.05753243627333,38.07104416540932,3.540890207344084,GS4_16814_H.fits,GS4_16814
GS4_17069_YJ,0.979,1.965587826470044,0.0081899492769585,2.962848537423132,1.2293904263967832,15848931924.611109,1584893192.4611108,48338045609.37149,36148736508.65604,5130124316.2507715,4599347740.248932,8072397575.091467,7257110902.139491,9487488183.991566,8535905130.12541,7200203194.76357,5225057726.020121,13585921761.466476,8463330040.774998,19255324844.83239,10425213924.037323,133.5651203062777,24.30561966773069,139.9826465040168,16.882399332060036,139.9826465040168,16.882399332060036,4.170485970812815,GS4_17069_YJ.fits,GS4_17069
GS4_20651_H,1.30673,1.4973129248721262,0.0172104933893347,8.312456378360151,4.59194468658397,15488166189.124796,1548816618.9124796,113944675586.33144,99667284173.81598,5013348429.970734,4463991504.67613,7888647372.732813,7078012859.752964,9271526586.775011,8336705519.966487,5423619213.706119,5015832296.872005,9248901425.458654,7906019046.76843,12322482016.233845,9344743945.659054,247.84402192651663,32.2095389538259,262.95192763611834,26.526012179086027,234.1505331065233,43.76452422623317,3.2608721824772613,GS4_20651_H.fits,GS4_20651
GS4_27230_H,1.42316,2.3129439097589315,0.0346508450900214,8.586793274146308,5.533491106809199,10964781961.43183,1096478196.143183,68004834753.29685,58084370238.13282,3549178886.646615,3149891845.859092,5584734652.0191965,5006140090.018209,6563738161.912819,5900276333.225403,4044601990.3793807,3560930894.925394,7175240069.491949,5665690641.260376,10003185155.603535,6894335573.740877,143.38516084750125,21.65895311631425,123.83268775440204,10.26347602455528,123.83268775440204,10.26347602455528,4.030759555096743,GS4_27230_H.fits,GS4_27230
GS4_29868_K,2.22394,5.840959342988713,0.7184971695427507,3.9054366298242473,1.6449334767267545,19054607179.63244,1905460717.9632444,72621532189.54265,56855021851.965225,6167766010.594274,4892141714.145158,9705156506.624315,8432103977.249376,11406469617.466002,10159063381.572872,18293364654.513725,8029107174.500682,34013696403.619774,14079514097.326681,44915816802.56163,17255637501.763462,183.81352110904396,43.47733931466204,183.81352110904396,43.47733931466204,183.81352110904396,43.47733931466204,2.7055222241829195,GS4_29868_K.fits,GS4_29868
GS4_33234_YJ,1.03943,2.399388838725021,0.0249071505750002,6.138923567621795,2.6259703808895782,14125375446.227554,1412537544.6227555,43442070102.34288,32542200556.458824,4572228109.601251,4075468566.50658,7194531911.788858,6457157663.174311,8455732744.5153265,7603846873.344551,5252632480.872266,4581415412.354776,9233141955.092932,7245387955.467023,12539159574.85131,8621103062.654606,122.47649823423546,19.179467608561428,124.00440006139571,15.414117805932497,124.00440006139571,15.414117805932497,3.3353995573335298,GS4_33234_YJ.fits,GS4_33234
GS4_33496_H,1.61228,4.579546425951514,0.1042780969856132,9.737758331034719,4.1636713736335516,16982436524.61746,1698243652.461746,67833586784.96622,53611963526.00069,5497027243.131591,4842568640.751971,8649729841.26377,7737211893.553987,10166026747.360666,9132673637.334297,6952385260.196814,5559705429.582,12920271915.220745,9018869948.716988,18536206199.71557,11415138146.207167,88.5841829932364,14.53497748087665,89.0647958828032,14.961742266175884,89.0647958828032,14.961742266175884,3.9502281106433372,GS4_33496_H.fits,GS4_33496
GS4_35937_K,2.32913,5.299187950538025,0.2012349854634693,6.5242060145162135,2.7805730579546974,48977881936.84457,4897788193.684457,72902038702.06905,54508698351.24043,15853599742.736671,13761505335.794147,24946093355.738956,22221119542.197514,29319141401.01581,26306049949.474926,18818872169.213905,15954178779.328243,32103912627.616867,25459743479.07318,40777614252.03856,30806649385.11719,100.17453628056722,16.814503732384335,100.17453628056722,16.814503732384335,100.17453628056722,16.814503732384335,3.2666307494463753,GS4_35937_K.fits,GS4_35937
GS4_42235_K,2.43251,3.1425729173368984,0.091450534631497,8.057772073140656,5.1941937672263325,13803842646.028866,1380384264.602887,52904153293.08573,41465411664.33384,4468151491.402768,3912257041.866573,7030764371.554443,6278147338.688524,8263256768.395212,7419475963.601997,5502659529.52427,4499835280.576351,10102263137.780434,7204376154.697961,14351220358.862675,8798717998.936459,310.3715158659987,58.57912316140392,331.93166230183124,60.207911747217,331.93166230183124,60.207911747217,2.5875513089733766,GS4_42235_K.fits,GS4_42235
GS4_43501_H,1.61351,5.083532014794383,0.052138789895327,5.853147306642495,2.433554018019623,39810717055.34969,3981071705.534969,86765730999.19928,61560267437.10767,12886289661.947683,11487569563.158438,20276945938.623108,18199350302.2611,23831492838.475895,21430766209.943195,17599150768.954327,13436802588.006765,31876242013.2159,22808098012.81606,42871481771.41433,30470221389.75603,246.6722760205517,26.32127135981376,262.4088742688475,21.040211903044373,262.4088742688475,21.040211903044373,4.016598577569676,GS4_43501_H.fits,GS4_43501
GS4_43891_YJ,1.01817,6.529383668875305,0.0578552983318064,8.683987147216845,3.7438501215375695,20417379446.69532,2041737944.669532,54562013279.63252,39783481535.12582,6608880350.54012,5899239624.427418,10399262557.200354,9337241340.656458,12222252399.721073,10992244494.940071,9175826282.559023,6693779671.938483,17046972758.720514,10739879628.771605,23685606132.967087,13028218470.529879,340.0023255293202,71.08264382513623,340.0023255293202,71.08264382513623,340.0023255293202,71.08264382513623,2.6209276648570228,GS4_43891_YJ.fits,GS4_43891
U4_06203_YJ,0.80251,4.7941382694023424,0.0541273675577683,7.794448696151969,3.2559956317904675,38904514499.42805,3890451449.942804,75821231198.08765,53632128619.37608,12592961897.673355,11215188964.902172,19815386298.53127,17780139927.11544,23289021832.700504,20941201140.726303,14213911890.39861,12601713514.004873,24349255579.59446,19866050815.687096,31743994330.318504,23460679873.87955,191.3691228163384,17.277097299277056,199.24925159918536,16.93339293953009,199.24925159918536,16.93339293953009,3.563591230381877,U4_06203_YJ.fits,U4_06203
U4_07799_YJ,0.80905,5.435157077073637,0.0930412053136713,19.733844490614324,9.016977821646734,15848931924.611109,1584893192.4611108,42461787211.524345,30974710808.5474,5130124316.2507715,4543771036.526287,8072397575.091467,7231890827.455883,9487488183.991566,8527020120.739159,5381817717.262635,5130638344.383343,8876258015.98345,8075996749.801067,11215745460.920761,9502560887.743141,206.8718886037473,33.85203113163676,206.60761250636287,33.85110029840597,206.60761250636287,33.85110029840597,3.3760776691443275,U4_07799_YJ.fits,U4_07799
U4_10403_H,1.42696,2.1140161359460845,0.0346560022286243,8.586467343872874,4.74527324352354,18197008586.099827,1819700858.6099825,87103391976.28494,71268652249.06229,5890170812.4325485,5220535351.219791,9268352510.003933,8304951997.766175,10893093917.35881,9790903504.789568,6457532895.703076,5898005489.871988,11093102438.023876,9322248141.312828,14846826283.384447,11114176024.65374,135.80713120546764,24.0523221287615,144.47234745963422,21.99410783725137,141.161574143328,22.401008988070487,3.607689831999793,U4_10403_H.fits,U4_10403
