Names,Redshift,Re,Re_err,Rgas,Rgas_err,Mstar,Mstar_err,Mbar,Mbar_err,Mstar_Re,Mstar_Re_err,Mstar_Ropt,Mstar_Ropt_err,Mstar_Rout,Mstar_Rout_err,Mbar_Re,Mbar_Re_err,Mbar_Ropt,Mbar_Ropt_err,Mbar_Rout,Mbar_Rout_err,VRe,VRe_err,VRopt,VRopt_err,VRout,VRout_err,PSF
C-HiZ_z1_319,0.840024327278409,7.07452,2.1223562,47.9500708240747,20.560226454783404,13584088880.6634,6259948792.932444,38791973353.30451,28635029427.325264,4397019623.29635,1642219662.6545007,6918836339.363282,3386733583.5677295,8131707761.672876,4262626411.1398287,4468706308.182804,4397038055.964218,7159547721.419376,6919102462.1878605,8679537894.872278,8133174799.138098,170.055942479536,37.31419896121147,167.64188016534143,52.76560526443829,167.64188016534143,52.76560526443829,5.648487778874282
C-HiZ_z1_340,0.835543867100698,2.2292604,0.6687782,5.561938432141413,2.3111883121226775,17101354746.6145,7880808638.992858,45481699862.59316,33134578963.24636,5535519758.91841,2067432046.6959584,8710298917.55543,4263644973.3484826,10237213577.578938,5366328723.884172,6120233778.660698,5536862727.345464,10478902146.833979,8725159568.255363,13818437435.368216,10298102046.145426,173.0594207985065,21.54794039235428,195.2268598624192,20.890756305075183,172.89389514727344,44.92448077701045,5.784879227145469
C-HiZ_z1_90,0.854808919275469,2.5611658,0.76834977,11.30884390899622,4.752891048999999,3673080745.07809,1692663937.824005,21615247765.77711,18314280754.60576,1188935692.0397005,444049331.2858756,1870824371.050548,915758583.721377,2198779724.3081665,1152596332.3923938,1326061229.0612798,1189300055.7980573,2313537043.3872795,1875552409.4822001,3162052797.1068225,2221726291.3223767,67.39871731038758,24.22652735180157,81.81633824527336,21.84877451383903,81.81633824527336,21.84877451383903,4.262741450264915
C-zcos_z1_1015,0.88859470099343,7.291261,2.1873784,30.843766821561378,12.911194393549334,28643778433.9351,13199897895.822628,61874617238.68053,43872026288.27782,9271674895.962149,3462829025.7336903,14589246055.912285,7141358377.663661,17146739649.681463,8988289736.287918,9525333474.037394,9271825179.711054,15408229933.796465,14591224940.471886,18929009702.698437,17156567041.750769,173.2119622114421,35.53785826217784,245.81892596577944,27.563253232369487,223.978376426574,54.96379243322696,4.312143251611509
C-zcos_z1_1021,0.927272552624575,3.6876013,1.1062804,7.630954721330398,3.178042283530247,7603789464.20346,3504050444.333392,29969302784.92661,23622739051.925716,2461262715.4633164,919244065.2146088,3872867390.958155,1895748005.0848427,4551780715.466731,2386035174.7371273,3132096583.16873,2465449461.8570886,5831988872.204533,3914426383.4221997,8372368192.62681,4701859457.900353,121.02184434298192,19.93679074088449,87.59266848880303,21.275228054153622,87.59266848880303,21.275228054153622,4.363552347392119
C-zcos_z1_156,0.868009194274421,2.1255233,0.63765705,11.13990264523415,4.656607648749395,6808171857.36773,3137406385.8837466,28833540333.29165,23053591055.184376,2203730078.520946,823059521.3181442,3467632409.1517453,1697387618.33684,4075508075.7875843,2136373917.0051606,2327107565.183201,2203898970.8392167,3871773332.924314,3469921192.3182497,4969412450.141095,4087210197.5672226,106.88027878522335,26.758625250917092,115.79159512063094,25.33229445489616,112.19786227284597,24.37199489922501,5.853198330132943
C-zcos_z1_162,0.960409965112534,5.1750646,1.5525194,10.042404263894296,4.170816691222226,39176927126.7577,18053883468.551933,79387933479.09622,56140508111.01634,12681138858.125021,4736211839.769753,19954135271.821095,9767443162.68778,23452093489.216785,12293544763.53724,14180052121.378902,12686884747.112467,24232217083.511684,20010139395.218555,31591929541.37681,23652181991.277847,147.44857371198498,19.22522814565939,162.9437903154067,29.745730041868548,137.6765298386779,41.79899543164739,6.018528820505981
C-zcos_z1_166,0.923378805475575,2.7665849,0.8299755,10.87684774556804,4.650251471199052,6745752739.6155,3108641815.4910145,28708781056.22363,22975634765.11934,2183525699.1152663,815513517.167528,3435840239.3589025,1681825531.6954968,4038142741.3318377,2116787080.7276738,2395336333.618565,2184031422.3967595,4111262660.4015503,3442226740.923977,5487400459.021113,4068239520.1986933,69.33785381411656,24.392081238438177,76.23306555810433,19.44092913380634,81.34499236882452,24.168524625538588,5.957142753996797
C-zcos_z1_189,0.937734238800976,4.3405485,1.3021647,15.457025161667763,6.664412474480214,14758078399.7308,6800957787.894379,44387002973.53734,33100967500.254704,4777027071.586212,1784146621.6495051,7516788945.379981,3679428194.4368424,8834481408.708729,4631019074.85229,5150648900.291932,4777926011.547838,8689708041.341314,7527836426.718174,11307194700.290043,8885010575.45408,70.16975294967835,17.72617079810181,124.40150071877608,42.37038390504681,124.40150071877608,42.37038390504681,4.414755327970986
C-zcos_z1_192,0.914106107187718,3.5357754,1.0607326,8.64550955410579,3.5868583020469043,9750575921.15481,4493352959.057516,36054440145.57457,28052932180.628,3156153794.3695188,1178775295.0595222,4966298410.270109,2430976685.7764688,5836890099.541445,3059687180.026483,3828724428.8577037,3160769788.2629437,6964070529.738791,5015391284.409296,9801121117.685534,6027121488.417509,93.42240969354243,19.1085198058537,115.78576340984355,24.91583434811718,133.7955730047916,33.293298866429005,4.384573305683511
C-zcos_z1_197,0.837415524117768,3.6033008,1.0809903,6.854073411594169,2.8603615673101084,3990529604.81999,1838953734.940088,21411909212.2315,17872570994.473022,1291690383.7927198,482426636.202237,2032511822.1535943,994903729.5455321,2388810971.8489547,1252210366.0483987,1848696907.6377223,1295636338.4742227,3649497582.345311,2069774536.8019946,5523070685.458536,2515986777.7519913,57.05467137341706,18.788922735765333,94.7339066584145,25.302795030807903,94.7339066584145,25.302795030807903,4.272531895778574
C-zcos_z1_198,0.95912955760026,5.584179,1.6752537,25.15306573352951,10.845118817989103,14224277280.6578,6554966488.782397,42305194597.32427,31478055554.66373,4604241541.682723,1719613962.3679461,7244905964.262835,3546342969.3742456,8514937364.107073,4463514685.24606,4816629979.478273,4604498636.273157,7931040705.815857,7248286029.880227,10008866204.911755,8531645448.08832,90.95177169108834,17.170778588036125,76.13587961333076,16.263028747546443,76.13587961333076,16.263028747546443,4.440462426653465
C-zcos_z1_2,0.896927556077255,6.1939964,1.858199,9.013051298294908,3.7461479090287675,17580451640.9271,8101590617.938757,46167407866.68588,33560189900.422577,5690598135.117166,2125351529.541033,8954319185.058582,4383091634.980613,10524010577.237913,5516667203.030071,7202423078.015969,5699517719.429938,13080422127.128765,9029817054.95735,18029269934.695274,10759986578.645184,195.441490199318,39.620770229897,224.4377223917797,40.01265173009256,224.4377223917797,40.01265173009256,4.36139854102678
C-zcos_z1_200,0.955678747032042,3.176221,0.9528663,10.59114869962267,4.443075550205846,4416009702.75437,2035027512.790032,24336830049.889107,20404416801.213364,1429413594.8505197,533864167.0838941,2249223240.1313353,1100982823.454013,2643511882.981491,1385724122.8864522,1708155807.8221123,1430962711.8043563,3118051735.2018347,2267698227.1302996,4460770879.42066,2724631002.1619883,90.6629179261448,23.589579716932768,64.37217376152964,10.524827967132106,70.49558502236593,18.569324039362755,4.43641761384074
C-zcos_z1_202,0.840891432150741,3.161079,0.9483237,14.259598848944265,5.941472657201341,18924743322.3092,8721079872.031889,54447589878.07311,40249453875.04823,6125730513.475285,2287866877.8149323,9639012447.710146,4718245370.50783,11328730510.645273,5938499936.90035,6458723627.598406,6126445736.077842,10705463735.724573,9648357741.649977,13627128918.633314,11374527869.309824,151.54007470990226,29.22930395829942,143.78273425816056,23.29758022745189,162.5523950210312,32.062232022320266,4.278107114835906
C-zcos_z1_354,0.838741877969311,2.0538583,0.6161575,8.798953581670519,3.6601127119121575,3443735869.87538,1586975055.2421107,21169552766.77229,18057239584.27152,1114699287.5500147,416323172.07231724,1754011261.9241776,858579190.1025658,2061489287.0790262,1080628935.7114618,1260401303.628929,1115156069.0749173,2222688888.218519,1759887202.6225767,3077017825.581925,2089699683.8334467,78.58910940006976,23.970724389625264,79.43165450668482,21.434479681459656,90.13568227895225,18.940595126806706,5.791865168384372
C-zcos_z1_356,0.970478480042079,2.4829235,0.7448771,11.494192556178378,4.771130972106674,15453621506.0599,7121484565.004563,48664790722.71236,36630536146.63155,5002166697.382609,1868232875.4754875,7871052596.180563,3852838388.1621666,9250847447.388403,4849277402.197395,5297784177.966149,5002850476.8828,8820404561.523916,7880039302.279665,11303252872.08398,9295170208.635641,92.17966648230308,19.250727880849624,116.47493779373104,12.729429249425342,130.92414321315218,16.391893494908565,6.034167749121814
C-zcos_z1_460,0.8962286235322,5.50943,1.652829,29.677577311342525,12.616500744410516,16789212762.1344,7736964406.513548,45136599339.71202,32946198429.421936,5434482844.107924,2029696420.6533856,8551314437.680882,4185822974.731146,10050359131.8933,5268379984.367257,5574736731.02843,5434561533.706018,9013058473.0908,8552397473.762693,11077635473.37051,10056006573.676533,165.750925797679,34.79715118797568,194.82748327944697,29.673784605445228,236.55570964675056,33.830207767152054,6.7519823707355675
C-zcos_z1_472,0.886578262609053,3.236356,0.97090685,9.493028875924121,4.003065248507504,7194991691.41558,3315664373.9242306,28191867514.71436,22195420693.885666,2328939388.908318,869823304.0913929,3664652845.9369054,1793828083.0027285,4307066178.397872,2257756256.1951513,2634865677.3346386,2329625401.0650754,4615310301.326105,3672643981.744974,6289681235.458601,4341576508.253736,80.98768473662581,19.118959568500035,67.02620230283668,15.464424836793023,72.07895402057893,20.44751362070427,6.731056106198502
C-zcos_z1_493,0.888067460218673,4.303485,1.2910455,18.752198734944816,7.97864097952889,4102324861.31627,1890472286.3208616,23798179283.73047,20118542459.549763,1327877274.273488,495941900.63218254,2089452930.9765751,1022776106.1576645,2455733852.2095995,1287291220.5553124,1498600962.5229373,1328524495.0695305,2637415412.2038674,2097808999.121093,3639951371.023871,2495986999.011109,59.40520412956694,17.97678750368301,47.16220816896767,14.16645112899771,56.053755539921205,17.042246822673746,4.793731459544891
C-zcos_z1_593,0.924073321675848,3.7753708,1.1326113,53.77386767252122,21.81662198989231,4797666775.39756,2210906348.109475,24332976943.36208,20115813427.409084,1552951776.3601208,580003777.9745158,2443614107.7542334,1196136112.7608736,2871979453.178839,1505486405.1739147,1568462435.3505955,1552955324.611589,2497184622.640218,2443669171.457612,2997962294.053739,2872309336.151384,179.16226108354064,27.2613150146598,169.4174137619871,16.480369154818913,183.37699678995608,18.68049785872245,6.555871829118966
C-zcos_z1_642,0.917786347062558,3.0503702,0.9151111,12.287649622449022,5.129806662829656,9484839655.18351,4370893850.314982,35781389117.358406,27954797386.15811,3070137898.3928246,1146649635.2818842,4830949933.840002,2364724308.435758,5677815046.695408,2976300320.3399963,3342995656.2478228,3070921368.341671,5698278300.561131,4840889606.801777,7531767812.01536,5724872371.962584,96.20673569450402,24.898310070418464,97.11465545387698,19.949004342253133,96.90802308808932,22.70809959643014,4.402241006391679
C-zcos_z1_644,0.91394965782056,4.3298044,1.2989414,13.980644377677152,6.058437313122468,11403293429.7909,5254973930.779217,37016090966.20594,28036592137.54947,3691120208.4646716,1378577036.0103474,5808083388.115077,2843025933.3637815,6826239912.465549,3578302544.043399,4038074879.7304955,3691898342.7391124,6891276954.206436,5817404035.390304,9096470653.506811,6867715404.717327,163.1257396648978,24.069376364240444,158.08978185332057,22.822827596677374,158.08978185332057,22.822827596677374,4.397191782546019
C-zcos_z1_659,0.981667108816392,3.1556273,0.94668823,15.142153432311924,6.3590545037095065,8974912158.56582,4135904220.537245,32872286467.05581,25527113959.358,2905079996.550176,1085003029.5410666,4571226596.851154,2237591116.2022457,5372562230.804382,2816287349.596912,3061346825.5737324,2905282396.6378803,5079557008.921454,4573922441.107134,6488088867.261054,5386081101.106755,83.55443635769296,20.66463512830002,84.26293573943005,17.22225529252288,119.1204143335224,13.146652549565989,4.479011176707437
C-zcos_z1_660,0.929461340021648,5.4115973,1.6234792,50.10668822685081,20.66119513989112,15032457904.2419,6927399955.871843,42648087469.28347,31441974920.73936,4865840688.470227,1817317246.6729946,7656539715.804503,3747835500.602598,8998730477.312284,4717118154.644154,4914811125.352127,4865851703.578985,7823025215.397384,7656704221.361114,9383100012.00866,8999672906.649271,98.15905269621648,24.273651335244505,118.67193908645898,13.743727416691598,156.80023842461298,34.34722928435408,4.417289397905561
C-zcos_z1_670,0.879092112507921,2.6539555,0.7961867,7.22283968635235,3.0569601970485447,22337271401.4147,10293673456.873133,56587653635.09926,40890614776.66915,7230328183.63893,2700417170.9364576,11377128525.294266,5569043913.22091,13371538188.920244,7009335993.2895355,7951130532.927607,7232688473.322972,13555765613.72842,11403613933.58553,17776710065.048943,13481079105.318108,209.5711183924904,46.721402677916416,204.89640719752717,38.60612664317974,204.89640719752717,38.60612664317974,4.348880398221002
C-zcos_z1_673,0.916525120958086,5.733666,1.7200999,19.587002200801958,8.615894076075733,5164521033.06612,2379963609.7078896,24247406274.084087,19769390142.91649,1671698450.0626633,624353846.0127571,2630465400.5796537,1287598826.314251,3091585761.7574444,1620603632.3868616,1886178701.9694877,1672187536.8314302,3308271329.5751247,2636409643.6787086,4531677627.441485,3118431295.9055915,55.94673939726415,18.88329326986368,113.19003388030976,26.708109796879533,113.19003388030976,26.708109796879533,4.400586909766774
C-zcos_z1_675,0.891498808273444,4.441016,1.332305,10.273113221251872,4.279883934434626,21529330140.4895,9921350295.15645,56105628752.58301,40731222446.80178,6968806515.9019165,2602742711.169266,10965616689.258097,5367611003.163133,12887888362.998285,6755807614.91776,7973719518.124574,6973900432.34875,13915171249.669704,11018830501.457228,18665640927.177956,13091128758.277859,201.34544038698684,38.37943933019249,233.80970265804703,37.500392530031874,247.67199239625637,52.56408403452325,4.366588031347916
C-zcos_z1_685,0.867736864568498,3.475418,1.0426255,9.23138470987672,3.8525839261149777,15171554725.0488,6991499873.294377,44483937445.25457,33005936640.41317,4910864793.951213,1834132983.1632805,7727386435.591403,3782514553.8734727,9081996621.057085,4760766101.69442,5523754071.725247,4913097798.177412,9579636962.934193,7752216371.753416,12827542728.778076,9183631985.622223,116.47700706882274,21.985669950223773,115.81712690848916,26.159986046953406,97.89028898421633,23.107631722429826,5.217233733048517
C-zcos_z1_690,0.925160285943542,3.250835,0.9752505,13.748939877337962,5.754476538332549,20942582870.7221,9650959848.259031,52818226887.30713,38139853942.682,6778882901.462432,2531809328.654768,10666766441.166183,5221325488.720238,12536649691.812935,6571688975.54898,7051810229.018968,6779181205.829044,11542870708.70953,10670637010.523289,14430510795.71712,12555509144.285845,146.5626112255599,33.873913819971136,163.75573077223984,30.930420474551514,163.0016251067024,47.11906462078838,5.313143391890448
C-zcos_z1_692,0.926978416050857,4.1659923,1.2497977,10.349730091949164,4.301742092893406,24045293967.7856,11080780630.315945,60429433656.4315,43611716119.41136,7783196234.440366,2906905023.004011,12247082241.327547,5994881669.359332,14393994717.443218,7545305859.149931,8734927072.848248,7787449324.1469,15070864587.981037,12292900513.99352,19988951906.3283,14574947354.931057,109.53160250151842,20.312540415379765,159.96387128902032,22.36039790750746,183.5477690577463,15.57870392037344,4.414128569854277
C-zcos_z1_693,0.924618181499726,4.155385,1.2466156,11.439246097655689,4.855841809712322,6998903763.76578,3225301273.624784,29055072715.75004,23139992280.312653,2265467891.2361403,846117656.9894964,3564778626.071847,1744940177.5747812,4189684016.2780404,2196224738.2470417,2670881986.18901,2267212360.0287848,4802492096.16888,3584363956.4714513,6720834361.472958,4270479456.1472383,86.26605662173107,25.91599038332013,102.35905346622891,29.838943857180915,102.35905346622891,29.838943857180915,5.312304785282977
C-zcos_z1_698,0.926691072515854,3.0274315,0.90822953,11.767919430881363,4.9319665785836655,16635284825.1901,7666029873.359493,45472110954.77596,33291068508.58298,5384658070.045892,2011087541.851836,8472913728.356207,4147446201.5823355,9958214784.886705,5220078070.015222,5660041637.129975,5384997190.278688,9351459137.12546,8477226454.458773,11844384327.375465,9978764649.996965,140.61380291254116,34.197792084884014,130.69399121795718,26.359505068363596,122.48036141416496,41.010930394258125,5.315504830303813
C-zcos_z1_796,0.885444447917447,3.3286138,0.99858415,9.965737200522634,4.195655886008977,4064713663.48798,1873139937.0912352,22001633105.062782,18391709442.563786,1315702944.7060423,491394971.9125157,2070296274.6422825,1013399023.4999787,2433219035.647888,1275488994.226221,1581095415.392714,1316737728.5374734,2893826058.624397,2082249205.9140122,4147885128.113085,2484038080.8739038,74.30191693358859,10.139428398496106,73.64839058227251,6.050683837125478,73.64839058227251,6.050683837125478,4.307719145374332
C-zcos_z1_925,0.912870404082449,3.7296395,1.118892,10.71081205521224,4.466062127280601,15171554725.0488,6991499873.294377,44302268342.87048,32844703509.983032,4910864793.951213,1834132949.218511,7727386435.591401,3782514537.061064,9081996621.057085,4760766095.698781,5433955688.635505,4912449517.385528,9327849147.127,7745559683.561149,12362184097.160032,9158990712.19973,142.97602983506854,24.023288966456956,143.46184683789838,18.54708515522221,156.46470352435955,26.486820510272132,6.952345092305641
E-zmus_z1_107,0.96169364551841,1.4222546,0.4266764,7.744304824615109,3.2221787747660917,4335406612.9685,1997883231.7827191,22637310561.425285,18808387454.49245,1403323264.4205353,524119814.8471846,2208169357.7859926,1080887160.3072832,2595261258.549876,1360431231.1787977,1491238260.2638512,1403428878.0127695,2497946968.7002296,2209611607.4886403,3240830159.7486544,2602700069.756027,78.59634347562505,15.165199465784507,82.77841085119559,14.025160269036988,88.75511177667615,14.996658266252034,7.4732372341722595
E-zmus_z1_117,0.841633641987028,2.9573355,0.8872007,9.782663658190812,4.08039987123391,15596615395.3587,7187380366.524747,42802016937.03679,31359022383.274014,5048452240.916801,1885519829.0280607,7943884224.880795,3888489087.976235,9336446454.410362,4894148247.690962,5373747567.679446,5048869589.06123,8967926141.808369,7948994913.785494,11502843210.303236,9359835498.405357,87.10792548886592,16.593412945399322,97.89895455763823,11.580099798930126,94.84554980276658,14.5876093446933,6.673878102086192
E-zmus_z1_119,0.841298299434541,4.19094,1.257282,13.51758768449121,5.64207396654105,27354567188.459,12605791331.087095,61598396562.33292,43828212332.41105,8854371446.703806,3306972631.626797,13932607123.94733,6819937147.94772,16374991968.745943,8583741018.6221,9328268543.90248,8855041509.25745,15410053539.733896,13940694694.314325,19466614418.929413,16411377025.47365,184.64982211358227,24.25334601149448,172.20683540764514,23.7273802697201,182.4525977863881,29.607216443901624,4.368989723303444
E-zmus_z1_12,0.976393156660594,3.91059,1.173177,14.660641936424144,6.105387030942373,62665781971.1296,28878240539.691063,112748399563.34152,80220127243.3601,20284221890.54544,7575847370.94471,31917804230.039284,15623595556.29932,37512992599.10677,19664242518.030384,20913721336.74256,20284959523.914116,33897121515.48442,31927033130.977364,41692018945.57092,37556128563.9707,191.9154723878969,26.435281801763804,215.76333559256383,21.82128094029993,225.79703623137755,35.54595127533803,3.6530550142338223
E-zmus_z1_122,0.996927381685542,4.9662123,1.4898638,15.981784127687689,6.674842431917519,38817742711.5098,17888360696.548298,78014950850.8149,55165553338.41017,12564874827.750826,4692788859.943819,19771190489.393497,9677892595.285147,23237078501.976757,12180834273.684269,13132390325.798834,12565625868.938112,21535415031.286877,19780236656.18674,26916667791.018803,23277676111.127644,126.72724351815246,30.24996945421556,131.79467809876712,25.752584760658145,131.79467809876712,25.752584760658145,7.538608189807541
E-zmus_z1_125,0.997852820527072,2.5132022,0.75396067,10.63378705740967,4.459044696897994,12619162838.0521,5815282413.848893,39125057342.09621,29356527624.921707,4084683714.5972323,1525567031.7669492,6427366839.489763,3146161907.4182096,7554083700.237893,3959836939.841354,4302251800.998936,4084962232.207251,7127206434.273895,6430977131.580133,9070530666.471476,7571648747.332403,140.31023290166925,43.52808307248417,146.9842367158057,26.25132787529195,143.70377913233858,25.98036725717373,7.540239185266848
E-zmus_z1_127,0.895530603976106,4.0246596,1.2073978,12.695168751359471,5.333736846101196,12275247848.8879,5656796243.727142,37029673156.54397,27630839329.7046,3973362228.8954334,1483990212.9639287,6252199292.694031,3060418352.606271,7348209297.375064,3851917962.3203034,4284314248.8670483,3973785459.2015357,7228301948.611564,6257319576.482746,9406770293.165657,7371342630.971059,71.94291296840787,14.922035675586388,94.5069746790971,17.54152480804767,94.5069746790971,17.54152480804767,4.451402419921566
E-zmus_z1_146,0.862010422847141,3.146733,0.9440199,14.209719862325201,6.069937459203551,32887446455.0866,15155505278.841751,68883091292.13428,48757261834.223885,10645303390.863977,3975858385.979086,16750689843.189903,8199373663.45229,19687084349.183704,10319933822.728043,10906384012.76076,10645466755.578833,17595762321.75539,16752858283.408787,21531199519.163887,19697938855.820316,136.54664923083195,31.05412055904881,149.7147594170812,23.20906832723366,141.97102115207358,34.25255727090459,6.7232223246993215
E-zmus_z1_166,0.975108115765321,2.4559138,0.73677415,9.395781363625769,3.901895819006194,29176318343.3431,13445307992.32401,65739671786.85721,46777519890.514015,9444052186.218887,3527209367.0146747,14860486660.250364,7274129238.623377,17465528708.909275,9155398391.007265,9842487966.239784,9444569288.065773,16122619089.07525,14867010327.638882,20153259189.501476,17496316909.20248,159.10411869781834,28.42419753728997,162.86672817104147,27.98781000795612,162.66530286374496,26.951578195447773,4.552723368511021
E-zmus_z1_176,0.95884628861074,3.3691907,1.0107572,10.723972117298809,4.481048982880013,9931856852.01049,4576892558.53018,36279728922.87966,28157630283.66761,3214832430.62583,1200690865.3386157,5058630925.395453,2476172958.7803636,5945408496.721604,3116572325.6443133,3629657443.785568,3216513403.00858,6341373207.752632,5078475878.966356,8604671537.778448,6031957093.149047,125.29266759017663,24.818580561522914,125.81899848413902,26.237898959761324,100.39297310432856,24.576476460878176,4.5337682866950315
E-zmus_z1_189,0.840015761282798,3.1578732,0.947362,10.918461788898597,4.57973307024406,9226361812.02774,4251779636.879143,32594757577.202625,25123846698.391693,2986471473.7597337,1115401503.7666655,4699298417.874727,2300281591.7066565,5523085031.16951,2895191127.775424,3252531189.4451323,2986962927.8066773,5539326535.49207,4705324729.724013,7305905088.000556,5550623751.576124,87.40372592606808,20.504717937783443,96.3506529983742,20.13934520184181,99.1887379772707,20.15061400959021,4.157024093630729
E-zmus_z1_190,0.813877777546905,1.4539032,0.43617097,8.907415415032986,3.8057411626357247,5559426852.60215,2561947858.342005,24660216059.20779,19893400293.680725,1799525104.69576,672095161.2190044,2831604303.51493,1386055255.4484642,3327984297.2839656,1744523316.703256,1866898427.8291557,1799562871.346443,3056258666.7743344,2832134776.5729938,3835173752.9400883,3330814054.439203,67.42890738086349,25.94359382572477,90.73721120693884,21.58723302715912,120.88892555812966,19.979115720315185,4.32272728155418
