Names,Re,Re_err,Mstar,Mstar_err,SFR_tot,SFR_tot_err,MH2,MH2_err,MHI,MHI_err,Mgas,Mgas_err,Mbar,Mbar_err
C-zcos_z1_189,4.3405485,1.3021647,14758078399.7308,6800957787.894379,24.72200856505924,1.2361004282529615,17988030356.13765,5600979435.900951,2539500469.985585,821965816.5036436,21365565981.21848,5706670540.954452,36123644380.94928,25967061592.532974
C-zcos_z1_192,3.5357754,1.0607326,9750575921.15481,4493352959.057516,26.463765541882594,1.3231882770941297,12956051553.20389,3973958891.9934263,1871798692.3995583,597359256.6233546,15445543814.095303,4052599185.408333,25196119735.250114,18265775497.01467
C-zcos_z1_197,3.6033008,1.0809903,3990529604.81999,1838953734.940088,6.302864241348513,0.3151432120674256,5133145268.232899,1247737212.908835,783362336.7345989,198572303.84818265,6175017176.089915,1275381345.8593607,10165546780.909904,7352221681.366134
C-zcos_z1_198,5.584179,1.6752537,14224277280.6578,6554966488.782397,16.37497244866071,0.8187486224330354,16829727984.034399,5177907929.295822,2374989499.83747,759550933.1925354,19988464018.818233,5275532210.354097,34212741299.476036,24533013634.460583
C-zcos_z1_2,6.1939964,1.858199,17580451640.9271,8101590617.938757,9.861761822695067,0.4930880911347534,18206866867.501434,5229622339.8664255,2559447912.198658,764070515.3231916,21610932590.72565,5327442188.820637,39191384231.652756,27858655519.24329
C-zcos_z1_200,3.176221,0.9528663,4416009702.75437,2035027512.790032,18.413009753030032,0.9206504876515014,6647123081.051347,1974938347.289876,995479803.0382924,308192229.5678591,7971111219.092276,2017026507.522521,12387120921.846645,9112615198.830656
C-zcos_z1_202,3.161079,0.9483237,18924743322.3092,8721079872.031889,58.11813223770885,2.905906611885442,23535095314.097515,7363409743.079237,3316569290.1824527,1078564037.6141438,27946132470.040176,7501837447.744238,46870875792.34938,33751033018.98063
C-zcos_z1_354,2.0538583,0.6161575,3443735869.87538,1586975055.2421107,13.6973578159741,0.6848678907987049,5117511175.291472,1348130806.6473598,787001585.0225568,216276237.25736475,6164223283.371473,1378476585.2199593,9607959153.246853,7060946496.662138
C-zcos_z1_356,2.4829235,0.7448771,15453621506.0599,7121484565.004563,51.65227726105011,2.582613863052505,20119039971.454044,6543887363.083305,2824394511.9708815,954734579.7908324,23875484672.375317,6665946760.917264,39329106178.43522,28440344336.758404
C-zcos_z1_460,5.50943,1.652829,16789212762.1344,7736964406.513548,10.625629343636769,0.5312814671818383,17666469032.05349,5089099129.403071,2489264589.380875,745339309.7375003,20977190935.930054,5184747648.679591,37766403698.06445,26868572807.923435
C-zcos_z1_472,3.236356,0.97090685,7194991691.41558,3315664373.9242306,6.369081356438612,0.3184540678219306,8220503196.101644,2160162975.526644,1209724559.9410913,330999429.66341484,9829436860.823296,2204564779.2400727,17024428552.238876,12181368332.024565
C-zcos_z1_493,4.303485,1.2910455,4102324861.31627,1890472286.3208616,21.456908772685217,1.0728454386342607,6425781112.813985,1871419635.271084,973414148.0379119,295544209.6195382,7720421929.704408,1912254811.100365,11822746791.020678,8742653146.524473
C-zcos_z1_593,3.7753708,1.1326113,4797666775.39756,2210906348.109475,12.108904543929766,0.6054452271964882,6699474300.059328,1905536251.8932056,1002501796.8709438,297109257.07381886,8032801689.897683,1946077112.5031137,12830468465.295242,9356468857.265368
C-zcos_z1_642,3.0503702,0.9151111,9484839655.18351,4370893850.314982,28.206133682595365,1.410306684129768,12725004394.189688,3913347205.34895,1840239092.5809727,588854297.6842093,15172522387.322382,3990946170.3705306,24657362042.50589,17893228296.71439
C-zcos_z1_644,4.3298044,1.2989414,11403293429.7909,5254973930.779217,12.954744238821316,0.6477372119410657,13394683490.014738,3926896223.420837,1920110842.3178089,585507296.2376364,15948430910.297424,4003364349.410453,27351724340.088326,19605803976.028187
C-zcos_z1_659,3.1556273,0.94668823,8974912158.56582,4135904220.537245,12.967913195939529,0.6483956597969764,11162054192.860664,3351123972.6902037,1607756925.176654,502157071.6959466,13300370903.345615,3417028058.8663406,22275283061.911438,16045214689.138168
C-zcos_z1_660,5.4115973,1.6234792,15032457904.2419,6927399955.871843,11.48624193292637,0.5743120966463185,16571834693.543894,4895222236.763364,2339477257.636199,718364878.6328875,19683339446.20004,4987588418.200124,34715797350.44194,24767087886.894157
C-zcos_z1_670,2.6539555,0.7961867,22337271401.4147,10293673456.873133,30.12515652865019,1.5062578264325093,24539935528.701527,7457642976.497229,3416270659.425712,1078616048.5246904,29083575505.737724,7594366285.471045,51420846907.15242,36671624696.19265
C-zcos_z1_673,5.733666,1.7200999,5164521033.06612,2379963609.7078896,6.905665775732355,0.3452832887866177,6614306806.891598,1795488304.6353905,986809069.8704664,279081866.86816674,7926762869.819318,1833453575.9650671,13091283902.885437,9460752987.755707
C-zcos_z1_675,4.441016,1.332305,21529330140.4895,9921350295.15645,35.356786712200034,1.7678393356100015,24982569596.844875,7802078456.194905,3479522513.943823,1128982540.4438791,29610334540.39016,7945254619.300528,51139664680.879654,36609888935.80547
C-zcos_z1_685,3.475418,1.0426255,15171554725.0488,6991499873.294377,21.67658561388085,1.0838292806940426,17590400562.349483,5223928703.290843,2498577581.443993,771515314.9919074,20913508745.669994,5323752797.363834,36085063470.718796,25837006808.6527
C-zcos_z1_690,3.250835,0.9752505,20942582870.7221,9650959848.259031,18.231072244550763,0.911553612227538,22312623941.77041,6730924824.321846,3100885630.7880597,971778642.106901,26436801830.71853,6853890596.03022,47379384701.44063,33726788586.133507
C-zcos_z1_692,4.1659923,1.2497977,24045293967.7856,11080780630.315945,39.77549533729773,1.9887747668648856,27789732605.66309,8855491457.309631,3835755468.7877026,1269468027.8582673,32891287379.150734,9015009601.051346,56936581346.93633,40743256466.010506
C-zcos_z1_693,4.155385,1.2466156,6998903763.76578,3225301273.624784,12.881696207956916,0.6440848103978457,9133445303.741808,2658223715.125004,1340323048.4814522,406133718.2315817,10916074958.22214,2712549320.7379556,17914978721.98792,12967087043.2792
C-zcos_z1_698,3.0274315,0.90822953,16635284825.1901,7666029873.359493,13.25557308970598,0.6627786544852989,17819437923.9081,5242889102.056854,2503889123.3485875,765660652.6347759,21149610457.961723,5340868788.179114,37784895283.151825,26907967662.733727
C-zcos_z1_796,3.3286138,0.99858415,4064713663.48798,1873139937.0912352,8.333324669264337,0.4166662334632168,5493449139.725807,1446327670.4895406,832834256.8562912,228598958.42787448,6601118701.344675,1477938426.8322732,10665832364.832655,7752203897.949814
C-zcos_z1_925,3.7296395,1.118892,15171554725.0488,6991499873.294377,19.898090344484974,0.9949045172242486,17640783105.112865,5337469154.941098,2493613178.8891664,784320016.103948,20957288633.035458,5438449206.109377,36128843358.08426,25872456775.95206
E-zmus_z1_117,2.9573355,0.8872007,15596615395.3587,7187380366.524747,8.618657962794531,0.4309328981397264,15381771711.259165,4086898016.25624,2188144800.8623786,604532509.3567977,18292004296.406128,4165236704.184693,33888619691.764828,24038548894.85803
E-zmus_z1_119,4.19094,1.257282,27354567188.459,12605791331.087095,17.11090646279897,0.8555453231399484,26628106119.81977,7638638018.521102,3685788961.364075,1098236706.1699488,31530205438.43399,7777036921.531606,58884772626.89299,41742378957.8142
E-zmus_z1_12,3.91059,1.173177,62665781971.1296,28878240539.691063,49.85195515807873,2.4925977579039365,60156958729.25645,19494450501.859215,7900828497.994504,2654170028.21651,70665060631.58914,19811482178.33575,133330842602.71875,94448668726.02982
E-zmus_z1_122,4.9662123,1.4898638,38817742711.5098,17888360696.548298,21.35864041568672,1.067932020784336,38310060236.637985,12120418126.952784,5133731641.624621,1684970614.2599225,45137923319.99873,12325853540.510899,83955666031.50854,59533597832.308586
E-zmus_z1_125,2.5132022,0.75396067,12619162838.0521,5815282413.848893,12.785276102715864,0.6392638051357932,14509873503.634558,4390396626.586974,2051537095.866936,645312881.9575871,17238417841.13758,4473500116.665609,29857580679.189682,21363668233.68416
E-zmus_z1_127,4.0246596,1.2073978,12275247848.8879,5656796243.727142,6.20391140325851,0.3101955701629255,12570611708.934746,3387593406.4002123,1798953475.7127154,504213601.8702681,14963219831.632658,3453331570.131183,27238467680.520557,19354060490.79603
E-zmus_z1_146,3.146733,0.9440199,32887446455.0866,15155505278.841751,15.732046721531738,0.7866023360765868,29972122709.088375,8536634743.237952,4103204282.100743,1213383465.012944,35429384404.282364,8687835357.94654,68316830859.368965,48340722104.68721
E-zmus_z1_166,2.4559138,0.73677415,29176318343.3431,13445307992.32401,25.200167436154853,1.2600083718077424,30175919300.433113,9439775971.359526,4106978558.3436027,1333620688.660905,35638200783.030106,9604969397.185423,64814519126.37321,46057995040.20628
E-zmus_z1_176,3.3691907,1.0107572,9931856852.01049,4576892558.53018,24.886261398115344,1.2443130699057672,13130542692.074968,4087761516.982221,1886240089.6647265,610837752.1805044,15639242011.329056,4167710530.8527317,25571098863.339546,18526404702.957005
E-zmus_z1_189,3.1578732,0.947362,9226361812.02774,4251779636.879143,9.948705456159187,0.4974352728079593,10562248874.154884,2840289726.0831532,1542849608.9233274,431867120.71731234,12614238854.02291,2897785683.8603253,21840600666.05065,15628332417.52891
E-zmus_z1_207,4.284553,1.2853659,28643778433.9351,13199897895.822628,6.9769042031806405,0.348845210159032,23592383385.587578,5994289652.453692,3265876630.3493695,861900204.1818541,27935999303.95224,6102915258.385937,56579777737.887344,40011074717.91761
E-zmus_z1_208,1.635211,0.49056333,2296309280.02967,1058207041.4883271,9.51563990907018,0.4757819954535091,3513703696.3967657,861777284.6072487,550771784.4827516,141033768.05904016,4246230169.7588253,881954894.3660468,6542539449.788495,4827370605.63206
E-zmus_z1_21,3.1547704,0.9464311,31119339259.7451,14340709336.288063,11.201098497652168,0.5600549248826082,26986565124.758263,7303039499.258368,3713269059.8727283,1043524637.007118,31925212974.388992,7433748609.021248,63044552234.134094,44582872265.29049
E-zmus_z1_219,3.3533795,1.0060139,26365149855.0193,12149838642.866035,59.36428206484848,2.968214103242424,31424636457.48926,10362654456.846914,4296746642.443706,1471044250.0853567,37139309491.93939,10545731649.459425,63504459346.958694,45546124274.36262
E-zmus_z1_24,3.9,1.1700001,13092728075.2733,6033515242.061429,9.869829884935715,0.4934914942467857,13854774072.375978,3717442241.6155252,1992253276.5443966,556074131.908508,16504470930.180027,3790297259.9227586,29597199005.453327,21066966775.931633
E-zmus_z1_35,3.724687,1.1174061,24267787452.7229,11183312190.194883,7.120298940199317,0.3560149470099658,20631023854.266968,5169790579.754419,2883790945.5460114,750881151.8510631,24466465811.843163,5265366109.417851,48734253264.56606,34460607324.489006
E-zmus_z1_55,3.5452166,1.063565,11403293429.7909,5254973930.779217,8.236916444910035,0.4118458222455017,12303765249.382757,3377443724.7168837,1769236730.209917,505218804.21940905,14656850100.561947,3443636280.739823,26060143530.352844,18570362299.00362
E-zmus_z1_70,2.591769,0.7775307,29446237975.4397,13569694919.557468,9.823046793928452,0.4911523396964226,25306348911.593567,6814010224.863472,3484064662.6650677,974225028.7076586,29940154912.938107,6936110135.970211,59386392888.37781,41993973461.87854
E-zmus_z1_86,2.1174657,0.6352398,5984529200.58775,2757847557.8745394,31.773901320638547,1.5886950660319272,8856855949.239775,2601867394.171372,1322690693.901567,404838786.22350216,10616034572.128859,2656995825.509656,16600563772.71661,12186664013.967178
E-zmus_z1_97,2.8215117,0.8464536,14894636359.8261,6863887723.422166,57.18281669293919,2.859140834646959,19894491181.42462,6527842441.158069,2795942609.6032825,953482149.7048712,23613094852.196987,6649878482.11605,38507731212.02309,27918245661.04227
E-zmvvd_z1_19,4.895118,1.4685354,15886584826.9011,7321006832.673319,8.735692297555437,0.4367846148777718,16887834458.419579,5016965459.51445,2364665415.3853593,729997818.044318,20032839460.882107,5110047318.456435,35919424287.7832,25567523038.56984
E-zmvvd_z1_58,1.2108119,0.36324358,7889154293.72312,3635554974.065954,17.03332402798936,0.8516662013994678,9795602685.889296,2699006391.9305744,1443201549.6831577,414069577.9638765,11715060746.967896,2754617905.2555795,19604215040.691017,14123788577.266296
E-zmvvd_z1_73,4.6029487,1.3808848,53092153360.3389,24466430119.971844,31.849110102592924,1.592455505129646,48894980107.05455,14952052298.872255,6525956897.785275,2069999049.2706785,57574502781.10896,15203401612.658531,110666656141.44786,78317304083.64214
E-zmvvd_z1_77,3.148276,0.94448286,25646610095.84,11818714329.880184,12.1074384949772,0.6053719247488599,23664546708.495358,6487959388.643865,3287133286.482401,936216655.3482486,28036433979.516953,6606365169.628744,53683044075.35695,37997239895.75894
E-zmvvd_z1_83,1.4549465,0.43648398,1892474267.29787,872107957.2801244,10.154597763213598,0.5077298881606799,3058719936.7506747,717763148.6775427,486297379.5945917,119216966.92717294,3705495451.6114817,735067858.4019598,5597969718.909351,4160787833.367377
S-CFHIZELS-SM14-104965,2.9492457,1.3595351,12735906827.1507,5869081487.166222,6.972461974723754,0.3486230987361877,12554898091.579935,3259616855.6062255,1811114321.8201356,489213632.61347055,14963680139.600716,3323921305.330312,27699586966.751415,19649810330.640465
S-CFHIZELS-SM14-107086,3.730886,1.7198534,22963093588.1878,10582070777.96673,4.091206098236304,0.2045603049118152,17853795735.980595,4294168245.018164,2501847985.3035674,625327081.9023693,21181253556.43434,4373966264.985959,44144347144.62215,31240185168.494667
S-CFHIZELS-SM14-117442,2.0932713,0.9649504,10399923544.0735,4792591494.964746,5.559508141760817,0.2779754070880408,10167579590.039701,2509623012.813132,1481659965.900068,380642604.7434543,12138187344.686792,2560176058.706836,22538110888.760292,15984179733.013794
S-CFHIZELS-SM14-118544,2.9401493,1.3553419,7745157732.42143,3569197111.714945,9.063234073111092,0.4531617036555546,8983581617.910128,2375515658.9415555,1329448172.8635223,366128129.5907398,10751747687.818613,2424911410.746773,18496905420.240044,13250945122.61674
S-CFHIZELS-SM14-138499,2.1297607,0.98177123,10790225303.8925,4972454057.093318,27.50913241400199,1.375456620700099,13612673760.469795,4065129030.2616234,1976798054.4061806,614341035.9124293,16241815172.830015,4146430183.200376,27032040476.722515,19499372354.44088
S-CFHIZELS-SM14-139428,3.7371938,1.7227613,3917692578.25506,1805388284.910166,9.857655785034106,0.4928827892517052,5447378517.569018,1411961396.600146,835114993.2495612,225778699.098455,6558081458.590935,1443539562.6642303,10475774036.845995,7639158825.108232
S-CFHIZELS-SM14-145965,4.7825093,2.869506,10790225303.8925,4972454057.093318,10.84899588674331,0.5424497943371656,12223017828.352251,3482074244.2864127,1775559043.8133543,526400907.2074765,14584511356.624012,3551760062.9489098,25374736660.51651,18142131451.961666
S-CFHIZELS-SM14-148830,2.1080093,0.9717443,12162705134.4898,5604933241.700369,12.27605720565328,0.613802860282664,13165586356.666235,3638799925.3658504,1902209018.25924,547020043.5089481,15695524350.951023,3710818573.493274,27858229485.440823,19856507266.8846
S-CFHIZELS-SM14-159913,2.9499652,1.7699791,2612342630.12998,1203844530.0138156,11.111337768000928,0.5555668884000463,4048242425.2145896,1045383573.4788224,633527413.6048882,170790985.5927675,4890833885.309091,1069777945.0555485,7503176515.439071,5544780438.47383
S-CFHIZELS-SM14-164290,2.7790155,0.0,9840798965.20449,4534930398.711747,8.75472916469385,0.4377364582346925,10736245106.2929,-inf,1567362044.6983492,-inf,12820836625.741705,inf,22661635590.946198,16162152581.185766
S-CFHIZELS-SM14-216212,2.7626717,0.0,2094258215.21572,965095951.7123132,6.422368536265425,0.3211184268132712,3092897664.7682405,-inf,490275564.2478221,-inf,3744964165.217844,inf,5839222380.433564,4290766140.3022556
S-CFHIZELS-SM14-228100,2.1381419,1.2828851,1945495621.74572,896541761.1731428,10.55660304882961,0.5278301524414805,3182155452.9739985,780305687.5638491,506147617.15005285,129665348.03394698,3855331783.783569,799135572.3672397,5800827405.529289,4318395115.929477
S-CFHT-NBJ-2048,2.6084435,1.5650661,1358408841.45771,625994857.8146129,5.0508738981222026,0.2525436949061101,2120217968.6330988,415833144.8814618,344145994.4289673,70580180.10956402,2577932141.223625,426296949.42962986,3936340982.6813354,2913933545.1077642
S-NBJ-CFHT-1739,2.082567,0.960016,27103820905.7648,12490240048.73954,13.847369753382306,0.6923684876691152,24322997758.575512,6735420071.098123,3382005944.1235776,972944565.1831609,28821065664.259872,6858597644.238891,55924886570.02467,39563505073.68315
S-NBJ-CFHT-1745,2.1171663,0.9759654,4977719809.20375,2293880096.407258,10.800717811479007,0.5400358905739503,6523151604.055112,1726447768.7183876,986313929.3504157,272117276.4967911,7834949130.091165,1763974226.8686154,12812668939.294914,9282463162.870926
S-NBJ-CFHT-1759,3.1302242,1.8781346,21728504991.9023,10013135940.968803,25.0993053003776,1.25496526501888,23113185445.86318,6995851852.444068,3248728857.3145165,1021983874.7851604,27433994826.091484,7126673318.356098,49162499817.99379,34996456982.1166
S-NBJ-CFHT-1770,2.0013447,0.9225744,5457953574.25342,2515185978.918627,11.673088078160848,0.5836544039080424,7032486175.374101,1816136447.9578662,1063920158.5582546,286420363.4574502,8447499986.256579,1855657884.110494,13905453560.509998,10057311431.814697
S-NBJ-CFHT-1774,2.7643955,0.0,5875296753.88813,2707510024.83324,13.698435380407073,0.6849217690203536,7766980331.974425,-inf,1164938380.0168967,-inf,9316348377.396898,inf,15191645131.285028,11014238922.198584
S-NBJ-CFHT-1787,3.762009,1.7342005,18240233531.1293,8405637571.948986,9.364051923961974,0.4682025961980986,17566659919.097164,4809563092.743149,2487628000.303496,708075624.7859291,20875205159.500813,4900895067.731391,39115438690.63011,27721477408.70574
S-NBJ-CFHT-1793,4.528201,2.0873976,7465001516.2255,3440092864.620046,8.002717495880125,0.4001358747940061,8728423211.568281,2320551637.1351743,1292493369.552826,357888960.26268286,10447439393.07354,2368866519.370807,17912440909.29904,12840375286.929655
S-NBJ-CFHT-1795,7.21296,4.327776,5559426852.60215,2561947858.342005,6.856775079596427,0.3428387539798213,6880053197.233055,1810870966.6743271,1035290552.9092163,283997559.08553475,8256989632.602313,1849844210.705828,13816416485.204464,9954150125.567522
S-NBJ-CFHT-C343,2.0962715,0.96633345,10691297668.4087,4926865284.980968,4.361358025472388,0.2180679012736193,9918224020.144854,2352717787.926873,1443107294.8049145,356274967.15560853,11837556722.23539,2399960571.1391463,22528854390.64409,15950912042.471478
S-zvipe_z1_1056,3.0692112,1.4148365,18751236277.1562,8641122708.366913,9.209342357458226,0.4604671178729113,17895934427.7311,4964502246.667127,2523261537.1688766,727589985.0748585,21251872272.165703,5057935898.28427,40003108549.3219,28341681971.862293
S-zvipe_z1_1066,1.2744509,0.5874928,13584088880.6634,6259948792.932444,22.000294875264533,1.1000147437632266,15963350252.12257,5019744327.376031,2254355971.709539,736903172.9862994,18961643694.496258,5114527574.484395,32545732575.15966,23325338203.65297
S-zvipe_z1_1069,2.111762,0.97347414,20185052168.6848,9301867358.84092,7.958673311057643,0.3979336655528821,17894280784.864056,4705071830.954337,2520899360.82274,688963437.418916,21247076934.7583,4793469076.85835,41432129103.4431,29306562564.109512
S-zvipe_z1_1070,5.798157,3.4788947,6745752739.6155,3108641815.4910145,8.038732043819001,0.40193660219095,8125584015.267943,2176055116.360747,1211824229.6686177,338102459.87744236,9737310240.727205,2222031642.1493945,16483062980.342705,11845690809.243711
S-zvipe_z1_1172,3.7403374,1.7242104,10593277027.6157,4881694482.772212,6.590506339752822,0.3295253169876411,10933163539.723915,2833904232.2615438,1591654180.2394397,429386626.50580066,13050063599.44237,2890873635.470143,23643340627.058067,16808381187.172703
S-zvipe_z1_1304,1.2737037,0.58714837,29993697066.4257,13821980214.94272,32.498673902322246,1.624933695116112,30886713679.745434,9947787559.656717,4198937773.107963,1403731894.354998,36471300917.97903,10121463814.181364,66464997984.404724,47220521538.44016
S-zvipe_z1_1315,2.99501,1.3806314,12275247848.8879,5656796243.727142,7.608476878373932,0.3804238439186965,12463132412.042913,3311302947.163078,1798628976.5306017,497187220.46164846,14855308950.828613,3376683384.213339,27130556799.716515,19270752807.718636
S-zvipe_z1_1318,3.1471405,0.0,13836617478.6864,6376321418.749493,7.513259240362681,0.375662962018134,14216135278.325228,-inf,2016138300.9893463,-inf,16897599218.641058,inf,30734216697.327457,21839891085.014797
S-zvipe_z1_1322,2.5947118,1.5568272,21331943555.4679,9830388735.238665,11.631909074440063,0.5815954537220032,20317701960.343693,5869763487.7493105,2846449887.664167,854561672.7551877,24103480310.937035,5978788171.85362,45435423866.40494,32187413362.266277
S-zvipe_z1_1530,2.990567,1.3785833,10496155065.9465,4836937818.408526,8.43341308135762,0.421670654067881,11251085274.68426,3014555601.2816224,1636780950.1463082,456422886.92820626,13428003938.378849,3075068453.9879017,23924159004.325348,17043490280.383072
S-zvipe_z1_1531,1.214008,0.55963004,93117182123.2154,42911143835.58313,29.042268909740702,1.452113445487035,68105326928.67958,20593483917.10174,8826527678.844383,2765408654.0758452,79844608741.5426,20919350279.178085,172961790864.758,122662020004.80054
S-zvipe_z1_1532,2.934177,0.0,5875296753.88813,2707510024.83324,10.931315217024054,0.5465657608512027,7575803265.873216,-inf,1129670744.223705,-inf,9078265355.690742,inf,14953562109.578873,10813603183.702608
S-zvipe_z1_1538,2.8297935,1.6978761,7816824443.48696,3602223245.8465257,6.527356913630249,0.3263678456815124,8668470419.647203,2341294538.237727,1274725780.2785697,358484220.6452145,10363855707.417702,2389347842.0420623,18180680150.904663,12981226810.45477
S-zvipe_z1_1540,2.2117953,1.0195873,8337392296.31899,3842116265.584788,7.200533950837423,0.3600266975418711,9160776338.940023,2439518092.0031166,1342955532.889366,372321186.8774899,10946907197.68288,2489268740.615992,19284299494.00187,13760337477.59845
S-zvipe_z1_1542,2.112905,0.9740011,40274474332.4172,18559665590.97567,17.987111589355628,0.8993555794677814,34067960292.073605,9680892091.35237,4642204171.441214,1369373237.7667143,40242091840.090416,9850719923.278187,80516566172.50761,56933814543.01831
S-zvipe_z1_1543,2.1840549,1.0067996,31407289585.9138,14473405339.130783,18.728479823076075,0.9364239911538036,28974167670.11478,8493203592.110644,3983331990.563794,1212503410.780718,34271999217.56463,8644945417.902418,65679288803.478424,46486425647.73291
S-zvipe_z1_1577,2.1835556,1.0065694,14224277280.6578,6554966488.782397,8.47869256629523,0.4239346283147614,14103608783.21264,3837638077.526344,2015241778.123914,570287684.1271821,16783880348.117447,3911874473.7982078,31008157628.775246,22000652347.077366
S-zvipe_z1_1580,2.4587634,1.4752581,13964649069.6788,6435322151.925715,10.347553735172168,0.5173776867586083,14452524001.498096,4116052144.1902566,2066955308.3542821,612233309.3293833,17201574561.60929,4195821895.344035,31166223631.288094,22156389395.338875
S-zvipe_z1_1991,3.542403,2.125442,22963093588.1878,10582070777.96673,24.751045362152112,1.2375522681076054,24318434165.68118,7462323410.862702,3401095060.2068443,1084480834.9397328,28841890595.756283,7600438911.388761,51804984183.944084,36866764440.04066
S-zvipe_z1_2064,2.2665305,1.044819,38817742711.5098,17888360696.548298,35.0006950590926,1.7500347529546296,37661969665.60064,11760102615.470203,5108800963.751486,1655697086.6429813,44456674947.390114,11964495693.169565,83274417658.89992,59018752075.88582
S-zvipe_z1_2597,5.341929,3.2051578,4797666775.39756,2210906348.109475,26.799467319326222,1.3399733659663111,7544378863.306115,2359057107.37613,1130178405.1529627,368244798.3342499,9047516142.159555,2409361069.031081,13845182917.557116,10240857133.579754
