Names,Re,Re_err,VRe,VRe_lerr,VRe_uerr,VRopt,VRopt_lerr,VRopt_uerr,VRout,VRout_lerr,VRout_uerr,Vdisp,Vdisp_lerr,Vdisp_uerr,Rot2disp_int,Rot2disp_pgc
S-zvipe_z1_1538,2.8297935,1.6978761,74.97755361492496,20.118460014777508,20.118460014777508,102.2772097873722,23.59270435362987,23.59270435362987,127.27416631246682,23.224883304060935,23.224883304060935,34.56232607912841,13.79097231887585,13.79097231887585,3.931,3.938
S-zvipe_z1_1540,2.2117953,1.0195873,74.41597692941708,20.691084770408313,20.691084770408313,103.95914497067768,21.15283325476095,21.15283325476095,137.20614834965514,27.040773304407026,27.040773304407026,45.077,16.451225607838463,16.451225607838463,2.519,3.054
S-zvipe_z1_1542,2.112905,0.9740011,173.86584033933013,19.500589660016416,19.500589660016416,170.6511833133707,26.37956492086004,26.37956492086004,158.72595076291825,27.203808392508286,27.203808392508286,62.57718280651502,15.172780051790113,15.172780051790113,2.717,2.932
S-zvipe_z1_1543,2.1840549,1.0067996,106.2774801469225,21.188206091916754,21.188206091916754,115.71925922168393,21.71249296243027,21.71249296243027,118.45245543964961,23.91825538506751,23.91825538506751,63.629006160712585,14.227210812383431,14.227210812383431,1.408,1.942
S-zvipe_z1_1577,2.1835556,1.0065694,92.89075672388296,13.927497616576414,13.927497616576414,117.61895409087232,21.30066133316164,21.30066133316164,138.5069669435718,31.159216414820765,31.159216414820765,14.117900782340127,14.038951652456104,14.038951652456104,13.434,13.451
S-zvipe_z1_1580,2.4587634,1.4752581,104.35394552272693,19.373707800220817,19.373707800220817,94.42595259489329,15.884487588790087,15.884487588790087,95.53045216391574,19.77799576527907,19.77799576527907,35.70151465974518,13.677232285809874,13.677232285809874,2.544,3.325
S-zvipe_z1_1991,3.542403,2.125442,161.1364793127179,24.512441569127233,24.512441569127233,154.52018855291035,24.771742928676495,24.771742928676495,127.09537701003185,15.06535062902921,15.06535062902921,29.389294590037373,15.979855693966702,15.979855693966702,5.447,5.511
S-zvipe_z1_2064,2.2665305,1.044819,155.3084962692842,19.997396269471732,19.997396269471732,153.4815938263506,19.687655236219005,19.687655236219005,150.51519737960467,20.26358149641609,20.26358149641609,83.565,13.74908927893044,13.74908927893044,1.013,1.868
S-zvipe_z1_2597,5.341929,3.2051578,106.72236052418134,21.07655882923409,21.07655882923409,98.91834041724597,22.280839814183878,22.280839814183878,98.91834041724597,22.280839814183878,22.280839814183878,37.565135198745125,13.773027971364902,13.773027971364902,3.792,3.82
S-zvipe_z1_2603,2.123207,0.97875017,78.84167947451071,19.925249956995685,19.925249956995685,69.68946513887317,20.632233928984363,20.632233928984363,60.5455350777561,21.342818258626117,21.342818258626117,36.74093003722143,13.871631753330245,13.871631753330245,1.368,2.166
S-zvipe_z1_2740,1.2762972,0.76577836,105.56939342235975,34.15274083081114,34.15274083081114,104.52860362804986,29.956821628774467,29.956821628774467,103.32126258861817,25.08945505921907,25.08945505921907,23.89,14.02891460520022,14.02891460520022,5.97,5.986
S-zvipe_z1_3488,1.2687074,0.5848452,180.42765079281943,39.20141975819501,39.20141975819501,163.76946274746078,36.930305218087724,36.930305218087724,140.3921188715844,33.7431263099721,33.7431263099721,6.765,13.082367064105792,13.082367064105792,28.328,28.372
S-zvipe_z1_3500,1.2165413,0.7299248,38.52049573429856,10.086969217944795,10.086969217944795,37.08811507114116,10.856619850126242,10.856619850126242,35.09778018504555,11.926071946721567,11.926071946721567,6.519392379662387,13.96664018295023,13.96664018295023,6.026,6.483
S-zvipe_z1_817,3.5207057,2.1124234,30.241777149001692,13.97697657779288,13.97697657779288,30.238360880512502,11.941131466474802,11.941131466474802,30.238360880512502,11.941131466474802,11.941131466474802,11.026505566134723,13.374318917238364,13.374318917238364,2.897,5.489
S-zvipe_z1_819,3.301965,1.981179,48.16210501526557,3.4393754282646576,3.4393754282646576,48.09855492258108,10.228874166303058,10.228874166303058,48.09855492258108,10.228874166303058,10.228874166303058,22.606,13.337323344659529,13.337323344659529,2.166,4.212
